Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Colombi Restaurant Zirbelstube,"Rotteckring 16, Freiburg im Breisgau, 79098, Germany","Freiburg im Breisgau, Germany",€€€€,"Classic French, Mediterranean Cuisine",7.8475694,47.9971187,4976121060,https://guide.michelin.com/en/baden-wurttemberg/freiburg-im-breisgau/restaurant/colombi-restaurant,https://www.colombi.de/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus,Wheelchair access","One of the great classics of South Baden gastronomy is located in the internationally renowned Colombi Hotel and, in Henrik Weiser and Sven Usinger, boasts two chefs with experience of Michelin-starred kitchens. French classics are showcased here, prepared with feeling and finesse, and excellent ingredients. In addition, there is the elegant yet inviting atmosphere of the Zirbelstube with its beautiful wood panelling (which inspired its name). Sit back and relax in the comfortable Falkenstube, which oozes traditional charm. The wine list is excellent!"
Philipp Soldan,"Marktplatz 2, Frankenberg, 35066, Germany","Frankenberg, Germany",€€€€,"Creative, Modern Cuisine",8.8016187,51.0592063,4964517500,https://guide.michelin.com/en/hessen/frankenberg/restaurant/philipp-soldan,https://sonne-frankenberg.de/,1 Star,0,"Air conditioning,Car park,Wheelchair access","The three lovingly restored historical houses in the middle of the charming old town are really something to behold. Here, the tasteful Hotel Sonne has various catering options, including this restaurant. The fine dining restaurant in the basement of the centuries-old Stadtweinhaus is chic, modern and pleasantly laid back. (If you are not coming from the hotel, you get to the restaurant via Untermarkt.) In the open kitchen, Erik Arnecke oversees the preparation of a creative five-course set menu. Dishes such as North Sea plaice with Irish rock oyster, bacon emulsion and watercress cream are brimming with harmoniously combined flavours. Upgrades include Japanese Wagyu beef and an international selection of cheeses. There is a good choice of wines. Tip for fine dining novices: come on a Sunday afternoon for the three-course set menu. In case you were wondering, Philipp Soldan is the sculptor, whose carved wooden figures adorn the town hall."
Le Flair,"Marc-Chagall-Straße 108, Düsseldorf, 40477, Germany","Düsseldorf, Germany",€€€€,French,6.7943034,51.2393543,4.92115E+12,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/le-flair,https://restaurant-leflair.de/,1 Star,0,"Terrace,Wheelchair access","Located near Maurice Ravel Park, this is a minimalist-style restaurant with a touch of elegance. It is run by chef-patron Dany Cerf, who hails from French-speaking Switzerland and previously cooked up a storm under Jean-Claude Bourgueil and at renowned establishments such as the Baur au Lac in Zurich. He and partner Nicole Bänder opened Le Flair in 2014. Here he bowls diners over with his ""Menu du Moment"", which showcases his modern, pleasantly pared-down and well-thought-out dishes, for example: Hamachi tartare, lemon, harissa. You can choose to have four or five courses, with an optional cheese course. As well as wine, there are non-alcoholic beverage accompaniments available. Head straight for the fabulous terrace in summer."
Stadtpfeiffer,"Augustusplatz 8, Leipzig, 04109, Germany","Leipzig, Germany",€€€€,"Creative, Modern French",12.380167,51.3381371,4.93412E+11,https://guide.michelin.com/en/sachsen/leipzig/restaurant/stadtpfeiffer,https://www.stadtpfeiffer.de/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus","It isn't only concerts that attract visitors to the Neue Gewandhaus – Stadtpfeiffer is also in demand for its cuisine. Detlef and Petra Schlegel have been enriching Leipzig's gastronomic scene with passion and commitment since 2001. They keep up with the times, showcasing their contemporary take on classic French cuisine in two set menus (one of which is vegetarian). The ""Hirsch, Senf, Traube"" (venison, mustard, grape), for instance, is pleasingly readable, unfussy, and has its own distinctive style. The quality of the produce is second to none; often regional and seasonal, it includes some ingredients from their own herb garden. In a timelessly elegant space, Petra Schlegel heads up the discreet, friendly and professional front-of-house team – the chefs also serve and present the dishes. The name refers to the 18C Leipziger Stadtpfeifer, forerunners of the Gewandhaus Orchestra."
GOLVET,"Potsdamer Straße 58, Berlin, 10785, Germany","Berlin, Germany",€€€€,Creative,13.3676288,52.5055114,4.93089E+11,https://guide.michelin.com/en/berlin-region/berlin/restaurant/golvet,https://www.golvet.de/,1 Star,0,"Air conditioning,Great view,Interesting wine list,Restaurant offering vegetarian menus,Terrace","Stepping out of the lift on the eighth floor of the Loeser & Wolff building, you will immediately be impressed by the sensational view over Potsdamer Platz and the city. Set up in the rooms of the former 40 Seconds Club, this spacious restaurant is really stylish and boasts a bar. You can watch the chefs at work in the open kitchen from the seats at the counter. Chef Jonas Zörner's team conjures up modern, creative cuisine with a focus on quality produce and original ideas. Their set menu changes with the seasons. There is also an impressive wine list featuring small organic producers. Alternatively, you could opt for the house-made kombucha. Fantastic service."
Bandol sur mer,"Torstraße 167, Berlin, 10115, Germany","Berlin, Germany",€€€€,"Creative, Seasonal Cuisine",13.3953009,52.5290651,4.93067E+11,https://guide.michelin.com/en/berlin-region/berlin/restaurant/bandol-sur-mer,https://www.bandolsurmer.de/,1 Star,1,"Interesting wine list,Restaurant offering vegetarian menus,Terrace","So you wouldn't expect MICHELIN-starred cuisine in this casual and low-key restaurant done out in a ""shabby-chic"" style? Admittedly, the small dining space – formerly a kebab shop – appears a little rough around the edges: the decor is rather sombre and plain, the bare tables are positioned close together. In the open kitchen, Andreas Saul displays exceptional passion, precision, originality and creativity. He has some really innovative ways of working with produce from the region. A shining example is his ""Charcuterie von der Karotte"", for which carrot is coated with a fine mould, as you would usually find on salami. Fermentation, smoking, and purees are also frequently involved, and you'll even find Far Eastern specialities such as kimchi. The set menu is meticulously crafted down to the smallest detail and is brimming with unique flavours. High-end dining paired with a pleasingly down-to-earth atmosphere."
La Société,"Kyffhäuser Straße 53, Cologne, 50674, Germany","Cologne, Germany",€€€€,"Modern Cuisine, International",6.9372169,50.9285296,49221232464,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/la-societe,http://www.restaurant-lasociete.de/,1 Star,0,"Air conditioning,Interesting wine list","Everything is just right in this small fine dining restaurant in the student quarter of Kwartier Latäng, from the service to the ambience to the cuisine. Not only has it been given a tasteful, modern facelift, but the chef is also a new addition. Since August 2021, Leon Hofmockel has been bringing his own fresh ideas to the table. With consummate skill, he conjures up subtle contrasts, plays with acidity and textures and creates a beautiful balance. The result is intelligently structured dishes full of surprising flavours. Meanwhile, the service is second to none: in a friendly, lively atmosphere, the dedicated team has a cordial and courteous approach to each guest – everyone clearly enjoys what they are doing, which simply cannot fail to put you in a good mood!"
Christian's Restaurant - Gasthof Grainer,"Dorfstraße 1, Kirchdorf, 83527, Germany","Kirchdorf, Germany",€€€,Classic Cuisine,12.1982993,48.1766285,4980728510,https://guide.michelin.com/en/bayern/kirchdorf/restaurant/christian-s-restaurant-gasthof-grainer,https://christians-restaurant.de/,1 Star,0,"Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","The Grainer family has been running this stately historical inn since the 16C, and today it is Christian F. Grainer and his wife Christiane who form a real dream team at the helm! He is responsible for the exquisite and classically French cuisine, which also allows itself excursions into more modern trends; she is your dedicated hostess and sommelier. Their appealing surprise menu is stripped down to the essentials, better to maintain its focus on the premium ingredients. The intimate atmosphere in this cosy and elegant restaurant is largely down to the welcoming lady of the house, who is on hand to provide charming and accomplished service. She also has plenty of excellent wine recommendations at the ready – there are more than 1 000 different labels (including rarities and large bottles) stored in the old vaulted wine cellar."
Kesselhaus,"Neulandstraße 12, Osnabrück, 49084, Germany","Osnabrück, Germany",€€€€,"Creative, Modern Cuisine",8.0642438,52.2653824,4.9542E+12,https://guide.michelin.com/en/niedersachsen/osnabruck/restaurant/kesselhaus1179716,https://www.kesselhaus-os.de/,1 Star,0,"Car park,Terrace","Located on an industrial estate, this distinctive building makes for a cool setting. The attractive space rocks an industrial look: out front, there is a lovely terrace next to a striking brick chimney; inside, a loft atmosphere reigns. Diners sit beneath high ceilings, surrounded by exposed brick walls, tall mullioned windows and chic design features such as the solid wood ""Center Table"" and comic art on the walls. While Randy de Jong and his team create a modern, seasonal, ingredient-led set menu based on just a few key components (for example, sea bass, rosemary, kumquat), hostess and owner Thayarni Garthoff manages a highly professional front-of-house team and maintains a relaxed atmosphere – the chefs serve some of the dishes themselves. Lunch is also available on Saturdays and Sundays."
VILLINO,"Mittenbuch 6, Lindau, 88131, Germany","Lindau, Germany",€€€€,"Modern Cuisine, Asian Influences",9.673153,47.567314,49838293450,https://guide.michelin.com/en/bayern/lindau/restaurant/villino,https://www.villino.de/,1 Star,0,"Car park,Garden or park,Interesting wine list,Restaurant offering vegetarian menus,Terrace","This pretty property set amid the orchards seems almost Mediterranean, from the stylish, airy, high-ceilinged dining room, which is reminiscent of an orangery, to the charming inner courtyard with fountain. This is a real family affair comprising hostess Sonja Fischer, her daughter Alisa and her brother Rainer Hörmann, a trained sommelier. The front-of-house team provides professional and cordial service, including very good wine recommendations – and the lady of the house is always present too. Toni Neumann's cuisine is clearly influenced by Italian and Mediterranean cuisine, and also draws on inspiration from Asia. There are three set menus to choose from: one classical, one more creative and one vegetarian. Overnight stays are available at the hotel of the same name."
Landhaus Feckl,"Keltenweg 1, Ehningen, 71139, Germany","Ehningen, Germany",€€€,"Classic French, Seasonal Cuisine",8.9547833,48.661195,49703423770,https://guide.michelin.com/en/baden-wurttemberg/ehningen/restaurant/landhaus-feckl,https://www.landhausfeckl.de/,1 Star,0,"Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","Manuela and Franz Feckl are truly exemplary hosts. They have been running their establishment since 1985 and their dedication is plain to see – not least in the kitchen. The dishes display a sure touch and stand out for their premium ingredients and first-rate technical skill. Choose from ""Franz Feckl's classics"" or from various set menus, including a low-carb and a vegetarian version. The reasonably priced lunchtime menu is also popular. Be sure to try the handmade spaetzle! Wine lovers will appreciate the good selection here, which features one or two rarities. The elegant country-house style makes for an appealing atmosphere on the restaurant floor, which has cosy seating niches – from the window seats you can look out over the fields. The friendly lady of the house also oversees the front-of-house team. There are pretty guestrooms for overnight stays."
Im Schiffchen,"Kaiserswerther Markt 9, Düsseldorf, 40489, Germany","Düsseldorf, Germany",€€€€,Classic Cuisine,6.7338663,51.3015121,49211401050,https://guide.michelin.com/en/nordrhein-westfalen/dusseldorf/restaurant/im-schiffchen,https://im-schiffchen.de/,1 Star,0,"Interesting wine list,Valet parking","If we're talking about Michelin-starred cuisine in a beautiful Baroque brick building on Kaiserswerther Markt, we can only be talking about Jean-Claude Bourgueil's Im Schiffchen. At the helm since 1977, he is without a doubt the doyen of Düsseldorf's fine dining scene. Together with his tried-and-trusted kitchen team, Bourgueil delivers creative French cuisine. Whether it be lobster, game or Wagyu beef, the produce is of the finest quality. To complete the picture, there's the impressive selection of wines, the attentive and well-trained wait staff and the gorgeous decor – this ground-floor restaurant has a tasteful maritime look."
Laudensacks Gourmet Restaurant,"Kurhausstraße 28, Bad Kissingen, 97688, Germany","Bad Kissingen, Germany",€€€€,"Classic Cuisine, Seasonal Cuisine",10.0777456,50.1908345,4997172240,https://guide.michelin.com/en/bayern/bad-kissingen/restaurant/laudensacks-gourmet-restaurant,https://www.laudensacks.de/,1 Star,0,"Car park,Garden or park,Interesting wine list,Terrace","In keeping with the rest of Laudensacks Parkhotel & Retreat, the fine dining restaurant is a vision of tasteful elegance. The kitchen here has retained its Michelin star since 1994. For many years now, this has been the domain of Frederik Desch, whose cooking style successfully blends classic culinary tradition and modern innovation. He makes good use of first-rate produce such as Rhön salmon trout or local venison, showcasing his ability to bring their individual flavours to the fore. The wine list features Franconian, regional and international labels. In summer, you can enjoy the fine food and cordial service, including savvy wine recommendations, out on the gorgeous terrace overlooking the grounds. Good to know: They also hold various culinary events."
Landhaus Scherrer,"Elbchaussee 130, Hamburg, 22763, Germany","Hamburg, Germany",€€€€,"Classic Cuisine, Regional Cuisine",9.9170486,53.5459914,4.94088E+12,https://guide.michelin.com/en/hamburg-region/hamburg/restaurant/landhaus-scherrer,https://www.landhausscherrer.de/,1 Star,1,"Air conditioning,Car park,Interesting wine list,Terrace","Heinz O. Wehmann is to Landhaus Scherrer (which has a spruce new exterior!) what St Michael's Church is to Hamburg! Since 1980 he has been head chef in this restaurant that was opened by Armin and Emmi Scherrer in 1976 (and awarded one, and at times even two MICHELIN stars as of 1978). For years the outstanding regional, often organically certified produce has been par for the course here. As classic as the interior – the large-format erotic painting remains the decorative focus! – are also the dishes. The Holstein venison, served with an excellent rosemary sauce, for instance, is absolutely fantastic. The wine cellar, which has grown to over 10 000 bottles, is also impressive! The service is attentive and professional, but by no means stuffy. For an alternative to gourmet cuisine, head to Wehmann's Bistro for good regional dishes."
KARRisma,"Alter Schulplatz 1, Lindau, 88131, Germany","Lindau, Germany",€€€€,"Creative, Farm to table",9.6854321,47.5474074,4.98383E+12,https://guide.michelin.com/en/bayern/lindau/restaurant/karrisma,https://adara-lindau.de/restaurant/,1 Star,0,Terrace,"Part of the Adara hotel, this is an elegant little restaurant with a modern and inviting interior – the eye-catching decor includes numerous mirrors on the wall. The management is cordial and personable: chef Julian Karr not only cooks, he is also involved in the service. His cuisine is creative and seasonal, and the quality of the ingredients is second to none.  A nice example: Lake Constance pikeperch, spinach leaves, Jerusalem artichokes as foam and vegetables. Tip: The restaurant offers its own wine to accompany the set menu, which changes on a regular basis. Set in the old town, the terrace is lovely. Tip: Leave your car in P4 multi-storey car park, just a short walk away."
Bieberbau,"Durlacher Straße 15, Berlin, 10715, Germany","Berlin, Germany",€€€,"Modern Cuisine, International",13.3336378,52.4796363,49308532390,https://guide.michelin.com/en/berlin-region/berlin/restaurant/bieberbau,https://www.bieberbau-berlin.de/,1 Star,0,Terrace,"For those who appreciate not only really good food but also a fantastic setting, this is the place to be! Dating back to 1894, this listed building has been wonderfully restored – Richard Bieber's stucco craftsmanship in the dining area is truly worth seeing! In this unique location, diners are looked after by a friendly and competent service team led by hostess and sommelier Anne Garkisch, while chef-patron Stephan Garkisch cooks up modern dishes at the Molteni stove. He skilfully showcases herbs and spices in his set menus (one is vegetarian), with much of the produce coming from his own garden. Good value for money."
Ursprung,"Struthstraße 17, Königsbronn, 89551, Germany","Königsbronn, Germany",€€€€,"Creative, Country cooking",10.0651509,48.7296752,49732896270,https://guide.michelin.com/en/baden-wurttemberg/knigsbronn/restaurant/ursprung,https://www.widmanns-albleben.de/,1 Star,1,"Car park,Wheelchair access","Andreas and Anna Widmann (the eighth generation of the family to run this place) have two restaurants, and this is the fine dining option - located in the oldest part of Widmann's Löwen, where the village butcher's shop used to be. On the menu, Swabian tradition meets sophisticated culinary skill. Sourced from local producers, premium ingredients are used in dishes brimming with creativity, flavour and original ideas. There is a set menu of five or seven courses. A trained sommelier, your friendly hostess provides judicious wine suggestions. There are also guestrooms for an overnight stay, plus a shop selling dishes and delicatessen wares to take away."
NeoBiota,"Ehrenstraße 43c, Cologne, 50672, Germany","Cologne, Germany",€€€€,"Modern Cuisine, Creative",6.9426892,50.9378332,4.92213E+12,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/neobiota,https://www.restaurant-neobiota.de/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus","Chef-patrons Sonja Baumann and Erik Scheffler propose fine dining cuisine in a modern and completely unpretentious restaurant with an open kitchen. In an enjoyably down-to-earth atmosphere, diners tuck into dishes that offer an unusual taste experience, with ingredients mostly sourced from the local area; some are even foraged by the chefs themselves. In the evening, as ""Biota"", the restaurant proposes two seasonal set menus – omnivore or plant-based – composed of four, six or eight courses, featuring dishes such as pike-perch with mirabelle and seaweed or pointed cabbage and aubergine. As ""Neo"" it serves delicious breakfast options from 10am to 3pm."
Tisane,"Augustinerhof 1, Nuremberg, 90403, Germany","Nuremberg, Germany",€€€€,"Modern Cuisine, Creative",11.0758388,49.4540833,4.99114E+13,https://guide.michelin.com/en/bayern/nurnberg/restaurant/tisane,https://restaurant-tisane.de/,1 Star,0,"Counter dining,Restaurant offering vegetarian menus","Located in the chic Augustinerhof building complex in the old town, this is a cool and trendy ""chef's table restaurant"". Interaction between chefs and diners is a key part of the concept: the open kitchen is the centrepiece, and diners sit at a striking natural stone counter. You experience first-hand how René Stein (previously at Schwarzer Adler) and his team prepare a modern, creative set menu comprising pleasantly pared-down dishes made from first-rate ingredients – pre-order the vegetarian version."
Ratsstuben,"Mühlenstraße 3, Haltern am See, 45721, Germany","Haltern am See, Germany",€€€€,"Modern Cuisine, Seasonal Cuisine",7.1874286,51.7434347,4923643465,https://guide.michelin.com/en/nordrhein-westfalen/haltern-am-see/restaurant/ratsstuben,https://hotel-haltern.de/,1 Star,0,Air conditioning,"In the middle of the old town, a stone's throw from Marktplatz and the striking Kirche St Sixtus, is the small Ratshotel. Not only does it have attractive, comfortable guestrooms, but it also boasts an appealing restaurant. Chef-patron Daniel Georgiev prepares a modern set menu using select produce and drawing on international influences. On Tue-Thu there is an additional surprise menu. The excellent wine list features over 300 labels including a decent champagne selection. Friendly, attentive, and professional service come courtesy of charming hostess Petra Georgieva and team. The interior is chic and elegant with a walk-in wine climate cabinet that is sure to draw the eye. For a more down-to-earth alternative, head to Gute Stube for steaks etc."
Lech-Line,"Bahnhofsplatz 1, Landsberg am Lech, 86899, Germany","Landsberg am Lech, Germany",€€€€,"Modern Cuisine, International",10.8721887,48.0473043,4.98192E+12,https://guide.michelin.com/en/bayern/landsberg-am-lech_1299909/restaurant/lech-line,https://www.lech-line.de,1 Star,0,Car park,"In the evening, this former railway station building proposes fine dining in an appealingly trendy and informal atmosphere. Christian Sauer serves up a modern take on international cuisine, working with great precision and steering clear of unnecessary frills. High-quality produce is used to create coherent, flavourful dishes that, for all their complexity, retain an air of simplicity. ""Gourmet Bistro"" is the name of the à la carte menu, which features, for example, ceviche (with fish from Birnbaum fish farm), lime, avocado, chilli, cucumber and coriander. On Fridays and Saturdays, there is also a five-course set menu that changes every month. Tip: Have a cocktail at the bar."
Maerz - Das Restaurant,"Kronenbergstraße 14, Bietigheim-Bissingen, 74321, Germany","Bietigheim-Bissingen, Germany",€€€€,"Creative French, Modern Cuisine",9.1290315,48.9609392,49714242004,https://guide.michelin.com/en/baden-wurttemberg/bietigheim-bissingen/restaurant/maerz-das-restaurant,https://maerzundmaerz.de/,1 Star,0,Car park,"Modern tastes meet regional flair! Brothers Benjamin and Christian Maerz successfully blend both in the fine dining restaurant of their Hotel Rose, hitting the mark in two different respects. First, the interior with its gorgeous wood panelling and clear lines makes for a chic and fashionable yet cosy ambience. The cuisine, too, draws on regional culinary tradition as well as contemporary trends, in the form of a set menu dubbed ""Heimweh/Fernweh"". The chef uses the finest ingredients sourced from the local area, and seasonings from all over the globe, cleverly married in dishes such as locally caught sturgeon a la plancha with burnt cream and shiro dashi. Christian Maerz will be happy to talk you through the wines or non-alcoholic options. There is a pleasant lounge terrace on which to enjoy a pre- or after-dinner drink."
Hugos,"Budapester Straße 2, Berlin, 10787, Germany","Berlin, Germany",€€€€,"Modern Cuisine, Modern French",13.3455401,52.506852,4.93026E+11,https://guide.michelin.com/en/berlin-region/berlin/restaurant/hugos,https://www.berlin.intercontinental.com/de/dine/hugos-restaurant/,1 Star,0,"Air conditioning,Great view,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","The magnificent view and the chic interior make Hugos, laid out on the 14th floor of the InterContinental hotel, a highly appealing location in the capital. Soft lighting, elegant furnishings and candlelight make for a relaxed and romantic atmosphere. Chef Eberhard Lange's culinary creations more than live up to the attractive setting: in his eight-course set menu (which can be reduced to six courses), he showcases his precise technical skill with classic dishes which he sets off with a modern twist. You are sure to find the perfect accompaniment on the wine list, which comprises around 500 labels. Tip: treat yourself to an aperitif at the bar before dinner."
ernst,"Gerichtstraße 54, Berlin, 13347, Germany","Berlin, Germany",€€€€,"Creative, Modern Cuisine",13.3679611,52.5446894,,https://guide.michelin.com/en/berlin-region/berlin/restaurant/ernst,https://www.ernstberlin.de/,1 Star,0,"Air conditioning,Counter dining,Interesting wine list","Somewhat unprepossessing from the outside, inside this is a stylish and creative space. There are just eight seats at the long wooden counter, and these are in great demand – facing the large open kitchen, diners sitting here come into contact with the team of chefs as they compose a set menu made up of a whole series of delicious little dishes. The wonderful smell from the charcoal grill is also worth mentioning! Proprietors and head chefs Dylan Watson-Brawn and Spencer Christenson impress with a clear, refined and often subtle style that draws heavily on Japanese cuisine. This is food that makes the produce sing, so you can expect the unadulterated flavour of premium ingredients to come through. The wine pairings are also fun. Bear in mind that booking is via an online ticket-purchasing system. There are two sittings per night."
Pietsch,"Breite Straße 53a, Wernigerode, 38855, Germany","Wernigerode, Germany",€€€€,"Creative, Japanese",10.7890106,51.8352945,4.93944E+12,https://guide.michelin.com/en/sachsen-anhalt/wernigerode/restaurant/pietsch,https://www.robin-pietsch.de/,1 Star,0,Counter dining,"An interesting modern concept that makes for a memorable dining experience. It all kicks off at 7.30pm when the guests for the evening arrive. At 7.45pm service begins with the first dish of the 17-course single set menu. In this trendy urban restaurant, diners sit on comfortable bar stools at the counter, from where they can watch the chefs at work in the open kitchen. This creates a sociable and entertaining atmosphere, with proceedings running almost like a theatre performance. There is a sense of invention in this pleasingly balanced and pared-down French-Japanese crossover cuisine that draws on regional influences. Not only are there fine wines, but also great home-made juices. A word to the wise: be sure to take a stroll through the tranquil village before dinner."
Traube,"Alemannenstraße 19, Efringen-Kirchen, 79588, Germany","Efringen-Kirchen, Germany",€€€€,"Modern Cuisine, Creative",7.5398759,47.6909385,4.97629E+12,https://guide.michelin.com/en/baden-wurttemberg/efringen-kirchen/restaurant/traube1181496,https://www.traube-blansingen.de/,1 Star,1,Car park,"A beautiful historical house in the small wine-growing village of Blansingen. The couple who run the place have plenty of experience in high-end gastronomy (Maaemo in Oslo, La Vie in Osnabrück), and it's immediately obvious that professionals are at work here. Headed up by the charming Daniela Hasse, the front-of-house team is pleasantly informal, chatty and highly professional. Canadian-born head chef Brian Wawryk never fails to impress with his meticulous craftsmanship and well-balanced dishes. His modern cuisine is creative and focuses on regional products, including ingredients preserved the year before. Insider tip: in winter, try to bag yourself the small table in the ""Kuschelecke"" (""cosy corner"") by the tiled stove! The leafy terrace beckons in summer. Bear in mind that Traube is also a great place to stay overnight."
Admiral,"Leistadter Straße 6, Weisenheim am Berg, 67273, Germany","Weisenheim am Berg, Germany",€€€€,"Contemporary, Modern Cuisine",8.1545647,49.5125753,4963534175,https://guide.michelin.com/en/rheinland-pfalz/weisenheim-am-berg/restaurant/admiral,https://www.admiral-weisenheim.de/,1 Star,0,"Car park,Credit cards not accepted,Terrace","An institution in the region, this is a truly charming restaurant to which your dedicated hosts have brought their personal touch. At the helm, patron Holger Stehr serves up engaging modern cuisine in the form of a five- to eight-course menu. You are welcomed by Martina Kraemer-Stehr, who is trained as a sommelier and responsible for the friendly and well-drilled service. The wine list and recommendations never fail to impress. You can look forward to beautifully matched wines by the glass that correspond to the individual dishes on the set menu. Try to bag the pretty guestroom in the charming sandstone pavilion in the Admiral Garden."
Ente,"Kaiser-Friedrich-Platz 3, Wiesbaden, 65183, Germany","Wiesbaden, Germany",€€€€,"Creative, Seasonal Cuisine",8.2438995,50.0849814,49611133666,https://guide.michelin.com/en/hessen/wiesbaden/restaurant/ente,https://www.hommage-hotels.com/nassauer-hof-wiesbaden/kulinarik/restaurant-ente,1 Star,0,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","This is the epitome of classic fine dining! The luxurious Nassauer Hof grand hotel dating from 1813 provides the stylish setting for the elegant Ente. Diners sit at exquisitely set tables laid out over two levels – a curved staircase with wrought-iron bannisters leads up to the gallery – to savour Michael Kammermeier's modern take on classic cuisine. The dishes are well thought out and meticulously crafted using the finest ingredients and organised into two set menus: ""Küchenrunde"" and ""Querbeet"". A duck set menu (for two) comprising three courses can be ordered in advance. The service certainly lives up to the high standards set by the kitchen team: led by Jimmy Ledemazel, the waitstaff are attentive, personable and well trained. You might like to head to the terrace laid out to the front of the building."
Alte Überfahrt,"Fischerstraße 48b, Werder, 14542, Germany","Werder, Germany",€€€€,"Modern Cuisine, Seasonal Cuisine",12.9449636,52.3797969,4.93328E+12,https://guide.michelin.com/en/brandenburg/werder/restaurant/alte-uberfahrt,https://www.alte-ueberfahrt.de/,1 Star,1,Terrace,"This place boasts a delightful setting on the waterside promenade of a small island in the Havel and the restaurant itself is equally attractive with its upscale, modern and elegant interior and almost intimate atmosphere, beautiful terrace by the lake. Then there is the creative cuisine made of regional and seasonal products. It is best to order a vegetarian menu when making your reservation. The dishes are characterised by their precise technical skill, clear structure and beautiful sense of balance – it is plain to see that head chef Thomas Hübner has already plied his trade in some of Germany and Italy's top restaurants. Owner Patrick Schwatke – himself a Michelin-starred chef – runs the show front of house, adding a personal touch to proceedings."
Bagatelle,"Zurlaubener Ufer 78, Trier, 54292, Germany","Trier, Germany",€€€,"French Contemporary, Creative",6.6349596,49.7648216,4.96514E+12,https://guide.michelin.com/en/rheinland-pfalz/trier/restaurant/bagatelle,https://bagatelle.de/,1 Star,0,"Terrace,Wheelchair access","Chef Gerald Schöberl (previously sous-chef for Michelin-starred chef Christian Bau) and his team have brought a breath of fresh air to Bagatelle, a restaurant that has been around for years. Using regional produce alongside top-notch ingredients such as marine fish and lobster, the modern cuisine successfully melds together classic French influences and interesting Japanese accents. The result is sophisticated dishes with beautiful depth – for diners to savour in the smart interior. Friendly, charming service. Take a seat on the delightful sheltered terrace and take in the view of the Moselle just a stone's throw away."
Nobelhart & Schmutzig,"Friedrichstraße 218, Berlin, 10969, Germany","Berlin, Germany",€€€€,"Creative, Regional Cuisine",13.3906005,52.5051559,4.93026E+11,https://guide.michelin.com/en/berlin-region/berlin/restaurant/nobelhart-schmutzig,https://www.nobelhartundschmutzig.com/,1 Star,1,"Air conditioning,Counter dining,Interesting wine list,Wheelchair access","This restaurant on Friedrichstraße may look unassuming but it has a unique philosophy. Proprietor and sommelier Billy Wagner and head chef Micha Schäfer prize the ingredients and the way they are sourced above all else. It goes without saying, then, that they use only the finest seasonal produce – from the region, of course. They even make their own butter. They may have adapted their menu from 10 reduced-portion courses to six slightly larger courses (eg haricot beans, lovage, Heggelbach cheese or lamb, leek, potato), but they remain true to their sustainable concept. The chefs are happy to talk you through their sophisticated dishes, whether at your table or the counter by the open kitchen – these seats are in particularly high demand, by the way! The set menu is accompanied by extremely interesting wines, beers and distillates. Tip: Come Tue-Thu for a more inexpensive meal."
OX,"Mauerstraße 6, Darmstadt, 64289, Germany","Darmstadt, Germany",€€€€,Modern Cuisine,8.66055,49.8760593,4.96152E+12,https://guide.michelin.com/en/hessen/darmstadt/restaurant/ox-1194853,https://ox-restaurant.de/,1 Star,0,Terrace,"In Darmstadt's city centre, the Rink brothers have established a pleasingly informal fine dining restaurant, which they run with total dedication. Both share responsibility for the cooking and the service, and will gladly talk you through their culinary creations. With dishes such as hamachi, melon, sesame, coriander, you can expect well-thought-out combinations and original ideas, not to mention first-rate ingredients. A choice of three set menus is proposed: ""Pure Taste"", ""Oxalis"" (vegetarian) and ""See & Küste"" (pescetarian). The interior is done out in a trendy, minimalist style; in summer you can dine out on the courtyard terrace."
Jan Diekjobst Restaurant,"Lange Straße 19, Detmold, 32756, Germany","Detmold, Germany",€€€,"Seasonal Cuisine, Modern Cuisine",8.878516,51.9338413,4.95232E+11,https://guide.michelin.com/en/nordrhein-westfalen/detmold/restaurant/jan%C2%B4s-restaurant,https://www.jandiekjobst.de/,1 Star,0,,"Dating from 16C, Detmolder Hof not only offers comfortable accommodation in a classically elegant setting, but it is also home to Jan Diekjobst's fine dining restaurant, which has become the real centrepiece of the hotel. After stints at Victor's FINE DINING by Christian Bau in Perl-Nennig and The Table Kevin Fehling in Hamburg, among others, here the chef cooks up a modern take on classic cuisine that attracts throngs of diners. In addition to excellent food, there is very friendly service and a tasteful interior with high ceilings, a striking chandelier, a large mirror and fine floorboards, as well as an open kitchen – all of which makes for a genuinely charming and lively atmosphere."
